Year,OSHPD ID,Facility Name,County Name,Type of Control,Principal Injury Group,Count
2010,364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,City/County,Accidental Falls,621
2010,364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,City/County,Fire Accidents,105
2010,364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,City/County,Natural/Environment,42
2010,364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,City/County,Submersion/Suffocation/Foreign Body,24
2010,364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,City/County,Other Accidents,583
2010,364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,City/County,Adverse Effects of Drugs,342
2010,364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,City/County,Self-Inflicted,250
2010,364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,City/County,Inflicted by Others,317
2010,364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,City/County,Undetermined,34
2010,364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,City/County,War,1
2010,364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,City/County,Late Effects of Injury,34
2010,370652,ALVARADO HOSPITAL,SAN DIEGO,Investor,Rail & Motor Vehicles,17
2010,370652,ALVARADO HOSPITAL,SAN DIEGO,Investor,Other Vehicle/Transport,5
2010,370652,ALVARADO HOSPITAL,SAN DIEGO,Investor,Accidental Poisoning,80
2010,370652,ALVARADO HOSPITAL,SAN DIEGO,Investor,Misadventures/Complications,760
2010,370652,ALVARADO HOSPITAL,SAN DIEGO,Investor,Accidental Falls,382
2010,370652,ALVARADO HOSPITAL,SAN DIEGO,Investor,Natural/Environment,13
2010,370652,ALVARADO HOSPITAL,SAN DIEGO,Investor,Submersion/Suffocation/Foreign Body,29
2010,370652,ALVARADO HOSPITAL,SAN DIEGO,Investor,Other Accidents,156
2010,370652,ALVARADO HOSPITAL,SAN DIEGO,Investor,Adverse Effects of Drugs,520
2010,370652,ALVARADO HOSPITAL,SAN DIEGO,Investor,Self-Inflicted,62
2010,370652,ALVARADO HOSPITAL,SAN DIEGO,Investor,Inflicted by Others,69
2010,370652,ALVARADO HOSPITAL,SAN DIEGO,Investor,Undetermined,21
2010,370652,ALVARADO HOSPITAL,SAN DIEGO,Investor,Late Effects of Injury,89
2010,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,SAN DIEGO,Non-Profit,Rail & Motor Vehicles,106
2010,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,SAN DIEGO,Non-Profit,Other Vehicle/Transport,53
2010,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,SAN DIEGO,Non-Profit,Accidental Poisoning,55
2010,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,SAN DIEGO,Non-Profit,Misadventures/Complications,414
2010,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,SAN DIEGO,Non-Profit,Accidental Falls,413
2010,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,SAN DIEGO,Non-Profit,Natural/Environment,25
2010,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,SAN DIEGO,Non-Profit,Submersion/Suffocation/Foreign Body,91
2010,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,SAN DIEGO,Non-Profit,Other Accidents,181
2010,370755,PALOMAR MEDICAL CENTER,SAN DIEGO,District,Self-Inflicted,112
2010,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,SAN DIEGO,Non-Profit,Adverse Effects of Drugs,436
2010,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,SAN DIEGO,Non-Profit,Self-Inflicted,22
2010,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,SAN DIEGO,Non-Profit,Inflicted by Others,44
2010,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,SAN DIEGO,Non-Profit,Undetermined,10
2010,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,SAN DIEGO,Non-Profit,Late Effects of Injury,20
2010,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,SAN DIEGO,Non-Profit,Rail & Motor Vehicles,1
2010,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,SAN DIEGO,Non-Profit,Other Vehicle/Transport,7
2010,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,SAN DIEGO,Non-Profit,Accidental Poisoning,11
2010,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,SAN DIEGO,Non-Profit,Misadventures/Complications,150
2010,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,SAN DIEGO,Non-Profit,Accidental Falls,99
2010,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,SAN DIEGO,Non-Profit,Natural/Environment,6
2010,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,SAN DIEGO,Non-Profit,Submersion/Suffocation/Foreign Body,5
2010,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,SAN DIEGO,Non-Profit,Other Accidents,23
2010,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,SAN DIEGO,Non-Profit,Adverse Effects of Drugs,77
2010,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,SAN DIEGO,Non-Profit,Self-Inflicted,6
2010,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,SAN DIEGO,Non-Profit,Inflicted by Others,3
2010,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,SAN DIEGO,Non-Profit,Undetermined,3
2010,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,SAN DIEGO,Non-Profit,Late Effects of Injury,40
2010,370694,SHARP MEMORIAL HOSPITAL,SAN DIEGO,Non-Profit,Rail & Motor Vehicles,512
2010,370694,SHARP MEMORIAL HOSPITAL,SAN DIEGO,Non-Profit,Other Vehicle/Transport,81
2010,370694,SHARP MEMORIAL HOSPITAL,SAN DIEGO,Non-Profit,Accidental Poisoning,72
2010,370694,SHARP MEMORIAL HOSPITAL,SAN DIEGO,Non-Profit,Misadventures/Complications,495
2010,370694,SHARP MEMORIAL HOSPITAL,SAN DIEGO,Non-Profit,Accidental Falls,1290
2010,370694,SHARP MEMORIAL HOSPITAL,SAN DIEGO,Non-Profit,Fire Accidents,1
2010,370694,SHARP MEMORIAL HOSPITAL,SAN DIEGO,Non-Profit,Natural/Environment,36
2010,370694,SHARP MEMORIAL HOSPITAL,SAN DIEGO,Non-Profit,Submersion/Suffocation/Foreign Body,55
2010,370694,SHARP MEMORIAL HOSPITAL,SAN DIEGO,Non-Profit,Other Accidents,274
2010,370694,SHARP MEMORIAL HOSPITAL,SAN DIEGO,Non-Profit,Adverse Effects of Drugs,1421
2010,370694,SHARP MEMORIAL HOSPITAL,SAN DIEGO,Non-Profit,Self-Inflicted,81
2010,370694,SHARP MEMORIAL HOSPITAL,SAN DIEGO,Non-Profit,Inflicted by Others,141
2010,370694,SHARP MEMORIAL HOSPITAL,SAN DIEGO,Non-Profit,Undetermined,22
2010,370694,SHARP MEMORIAL HOSPITAL,SAN DIEGO,Non-Profit,Late Effects of Injury,222
2010,370705,FALLBROOK HOSPITAL DISTRICT,SAN DIEGO,Investor,Rail & Motor Vehicles,7
2010,370705,FALLBROOK HOSPITAL DISTRICT,SAN DIEGO,Investor,Other Vehicle/Transport,1
2010,370705,FALLBROOK HOSPITAL DISTRICT,SAN DIEGO,Investor,Accidental Poisoning,18
2010,370705,FALLBROOK HOSPITAL DISTRICT,SAN DIEGO,Investor,Misadventures/Complications,88
2010,370705,FALLBROOK HOSPITAL DISTRICT,SAN DIEGO,Investor,Accidental Falls,144
2010,370705,FALLBROOK HOSPITAL DISTRICT,SAN DIEGO,Investor,Fire Accidents,1
2010,370705,FALLBROOK HOSPITAL DISTRICT,SAN DIEGO,Investor,Natural/Environment,4
2010,370705,FALLBROOK HOSPITAL DISTRICT,SAN DIEGO,Investor,Submersion/Suffocation/Foreign Body,2
2010,370705,FALLBROOK HOSPITAL DISTRICT,SAN DIEGO,Investor,Other Accidents,23
2010,370705,FALLBROOK HOSPITAL DISTRICT,SAN DIEGO,Investor,Adverse Effects of Drugs,91
2010,370705,FALLBROOK HOSPITAL DISTRICT,SAN DIEGO,Investor,Self-Inflicted,6
2010,370705,FALLBROOK HOSPITAL DISTRICT,SAN DIEGO,Investor,Late Effects of Injury,1
2010,370714,GROSSMONT HOSPITAL,SAN DIEGO,Non-Profit,Rail & Motor Vehicles,53
2010,370714,GROSSMONT HOSPITAL,SAN DIEGO,Non-Profit,Other Vehicle/Transport,23
2010,370714,GROSSMONT HOSPITAL,SAN DIEGO,Non-Profit,Accidental Poisoning,196
2010,370714,GROSSMONT HOSPITAL,SAN DIEGO,Non-Profit,Misadventures/Complications,227
2010,370714,GROSSMONT HOSPITAL,SAN DIEGO,Non-Profit,Accidental Falls,1065
2010,370714,GROSSMONT HOSPITAL,SAN DIEGO,Non-Profit,Fire Accidents,1
2010,370714,GROSSMONT HOSPITAL,SAN DIEGO,Non-Profit,Natural/Environment,67
2010,370714,GROSSMONT HOSPITAL,SAN DIEGO,Non-Profit,Submersion/Suffocation/Foreign Body,55
2010,370714,GROSSMONT HOSPITAL,SAN DIEGO,Non-Profit,Other Accidents,294
2010,370714,GROSSMONT HOSPITAL,SAN DIEGO,Non-Profit,Adverse Effects of Drugs,2058
2010,370714,GROSSMONT HOSPITAL,SAN DIEGO,Non-Profit,Self-Inflicted,154
2010,370714,GROSSMONT HOSPITAL,SAN DIEGO,Non-Profit,Inflicted by Others,67
2010,370714,GROSSMONT HOSPITAL,SAN DIEGO,Non-Profit,Undetermined,29
2010,370714,GROSSMONT HOSPITAL,SAN DIEGO,Non-Profit,Late Effects of Injury,69
2010,370721,KINDRED HOSPITAL - SAN DIEGO,SAN DIEGO,Investor,Rail & Motor Vehicles,2
2010,370721,KINDRED HOSPITAL - SAN DIEGO,SAN DIEGO,Investor,Other Vehicle/Transport,1
2010,370721,KINDRED HOSPITAL - SAN DIEGO,SAN DIEGO,Investor,Misadventures/Complications,51
2010,370721,KINDRED HOSPITAL - SAN DIEGO,SAN DIEGO,Investor,Accidental Falls,4
2010,370721,KINDRED HOSPITAL - SAN DIEGO,SAN DIEGO,Investor,Submersion/Suffocation/Foreign Body,13
2010,370721,KINDRED HOSPITAL - SAN DIEGO,SAN DIEGO,Investor,Other Accidents,3
2010,370721,KINDRED HOSPITAL - SAN DIEGO,SAN DIEGO,Investor,Adverse Effects of Drugs,16
2010,370721,KINDRED HOSPITAL - SAN DIEGO,SAN DIEGO,Investor,Inflicted by Others,2
2010,370721,KINDRED HOSPITAL - SAN DIEGO,SAN DIEGO,Investor,Late Effects of Injury,23
2010,370730,KAISER FND HOSP - SAN DIEGO,SAN DIEGO,Non-Profit,Rail & Motor Vehicles,94
2010,370730,KAISER FND HOSP - SAN DIEGO,SAN DIEGO,Non-Profit,Other Vehicle/Transport,35
2010,370730,KAISER FND HOSP - SAN DIEGO,SAN DIEGO,Non-Profit,Accidental Poisoning,86
2010,370730,KAISER FND HOSP - SAN DIEGO,SAN DIEGO,Non-Profit,Misadventures/Complications,1507
2010,370730,KAISER FND HOSP - SAN DIEGO,SAN DIEGO,Non-Profit,Accidental Falls,1049
2010,370730,KAISER FND HOSP - SAN DIEGO,SAN DIEGO,Non-Profit,Fire Accidents,1
2010,370730,KAISER FND HOSP - SAN DIEGO,SAN DIEGO,Non-Profit,Natural/Environment,60
2010,370730,KAISER FND HOSP - SAN DIEGO,SAN DIEGO,Non-Profit,Submersion/Suffocation/Foreign Body,29
2010,370730,KAISER FND HOSP - SAN DIEGO,SAN DIEGO,Non-Profit,Other Accidents,266
2010,370730,KAISER FND HOSP - SAN DIEGO,SAN DIEGO,Non-Profit,Adverse Effects of Drugs,1577
2010,370730,KAISER FND HOSP - SAN DIEGO,SAN DIEGO,Non-Profit,Self-Inflicted,74
2010,370730,KAISER FND HOSP - SAN DIEGO,SAN DIEGO,Non-Profit,Inflicted by Others,28
2010,370730,KAISER FND HOSP - SAN DIEGO,SAN DIEGO,Non-Profit,Undetermined,15
2010,370730,KAISER FND HOSP - SAN DIEGO,SAN DIEGO,Non-Profit,Late Effects of Injury,102
2010,370744,SCRIPPS MERCY HOSPITAL,SAN DIEGO,Non-Profit,Rail & Motor Vehicles,743
2010,370744,SCRIPPS MERCY HOSPITAL,SAN DIEGO,Non-Profit,Other Vehicle/Transport,84
2010,370744,SCRIPPS MERCY HOSPITAL,SAN DIEGO,Non-Profit,Accidental Poisoning,197
2010,370744,SCRIPPS MERCY HOSPITAL,SAN DIEGO,Non-Profit,Misadventures/Complications,1258
2010,370744,SCRIPPS MERCY HOSPITAL,SAN DIEGO,Non-Profit,Accidental Falls,1804
2010,370744,SCRIPPS MERCY HOSPITAL,SAN DIEGO,Non-Profit,Fire Accidents,3
2010,370744,SCRIPPS MERCY HOSPITAL,SAN DIEGO,Non-Profit,Natural/Environment,66
2010,370744,SCRIPPS MERCY HOSPITAL,SAN DIEGO,Non-Profit,Submersion/Suffocation/Foreign Body,43
2010,370744,SCRIPPS MERCY HOSPITAL,SAN DIEGO,Non-Profit,Other Accidents,473
2010,370744,SCRIPPS MERCY HOSPITAL,SAN DIEGO,Non-Profit,Adverse Effects of Drugs,1562
2010,370744,SCRIPPS MERCY HOSPITAL,SAN DIEGO,Non-Profit,Self-Inflicted,235
2010,370744,SCRIPPS MERCY HOSPITAL,SAN DIEGO,Non-Profit,Inflicted by Others,480
2010,370744,SCRIPPS MERCY HOSPITAL,SAN DIEGO,Non-Profit,Undetermined,64
2010,370744,SCRIPPS MERCY HOSPITAL,SAN DIEGO,Non-Profit,Late Effects of Injury,163
2010,370745,SHARP MESA VISTA HOSPITAL,SAN DIEGO,Non-Profit,Rail & Motor Vehicles,2
2010,370745,SHARP MESA VISTA HOSPITAL,SAN DIEGO,Non-Profit,Other Vehicle/Transport,4
2010,370745,SHARP MESA VISTA HOSPITAL,SAN DIEGO,Non-Profit,Accidental Poisoning,6
2010,370745,SHARP MESA VISTA HOSPITAL,SAN DIEGO,Non-Profit,Misadventures/Complications,25
2010,370745,SHARP MESA VISTA HOSPITAL,SAN DIEGO,Non-Profit,Accidental Falls,63
2010,370745,SHARP MESA VISTA HOSPITAL,SAN DIEGO,Non-Profit,Natural/Environment,10
2010,370745,SHARP MESA VISTA HOSPITAL,SAN DIEGO,Non-Profit,Submersion/Suffocation/Foreign Body,1
2010,370745,SHARP MESA VISTA HOSPITAL,SAN DIEGO,Non-Profit,Other Accidents,33
2010,370745,SHARP MESA VISTA HOSPITAL,SAN DIEGO,Non-Profit,Adverse Effects of Drugs,619
2010,370745,SHARP MESA VISTA HOSPITAL,SAN DIEGO,Non-Profit,Self-Inflicted,272
2010,370745,SHARP MESA VISTA HOSPITAL,SAN DIEGO,Non-Profit,Inflicted by Others,26
2010,370745,SHARP MESA VISTA HOSPITAL,SAN DIEGO,Non-Profit,Undetermined,1
2010,370745,SHARP MESA VISTA HOSPITAL,SAN DIEGO,Non-Profit,Late Effects of Injury,181
2010,370755,PALOMAR MEDICAL CENTER,SAN DIEGO,District,Rail & Motor Vehicles,513
2010,370755,PALOMAR MEDICAL CENTER,SAN DIEGO,District,Other Vehicle/Transport,80
2010,370755,PALOMAR MEDICAL CENTER,SAN DIEGO,District,Accidental Poisoning,88
2010,370755,PALOMAR MEDICAL CENTER,SAN DIEGO,District,Misadventures/Complications,609
2010,370755,PALOMAR MEDICAL CENTER,SAN DIEGO,District,Accidental Falls,965
2010,370755,PALOMAR MEDICAL CENTER,SAN DIEGO,District,Fire Accidents,1
2010,370755,PALOMAR MEDICAL CENTER,SAN DIEGO,District,Natural/Environment,54
2010,370755,PALOMAR MEDICAL CENTER,SAN DIEGO,District,Submersion/Suffocation/Foreign Body,75
2010,370755,PALOMAR MEDICAL CENTER,SAN DIEGO,District,Other Accidents,214
2010,370755,PALOMAR MEDICAL CENTER,SAN DIEGO,District,Adverse Effects of Drugs,1082
2010,370755,PALOMAR MEDICAL CENTER,SAN DIEGO,District,Inflicted by Others,111
2010,370755,PALOMAR MEDICAL CENTER,SAN DIEGO,District,Undetermined,22
2010,370755,PALOMAR MEDICAL CENTER,SAN DIEGO,District,Late Effects of Injury,143
2010,370759,PARADISE VALLEY HOSPITAL,SAN DIEGO,Investor,Rail & Motor Vehicles,13
2010,370759,PARADISE VALLEY HOSPITAL,SAN DIEGO,Investor,Other Vehicle/Transport,1
2010,370759,PARADISE VALLEY HOSPITAL,SAN DIEGO,Investor,Accidental Poisoning,27
2010,370759,PARADISE VALLEY HOSPITAL,SAN DIEGO,Investor,Misadventures/Complications,53
2010,370759,PARADISE VALLEY HOSPITAL,SAN DIEGO,Investor,Accidental Falls,181
2010,370759,PARADISE VALLEY HOSPITAL,SAN DIEGO,Investor,Fire Accidents,1
2010,370759,PARADISE VALLEY HOSPITAL,SAN DIEGO,Investor,Natural/Environment,10
2010,370759,PARADISE VALLEY HOSPITAL,SAN DIEGO,Investor,Submersion/Suffocation/Foreign Body,6
2010,370759,PARADISE VALLEY HOSPITAL,SAN DIEGO,Investor,Other Accidents,189
2010,370759,PARADISE VALLEY HOSPITAL,SAN DIEGO,Investor,Adverse Effects of Drugs,300
2010,370759,PARADISE VALLEY HOSPITAL,SAN DIEGO,Investor,Self-Inflicted,200
2010,370759,PARADISE VALLEY HOSPITAL,SAN DIEGO,Investor,Inflicted by Others,43
2010,370759,PARADISE VALLEY HOSPITAL,SAN DIEGO,Investor,Undetermined,27
2010,370759,PARADISE VALLEY HOSPITAL,SAN DIEGO,Investor,Late Effects of Injury,6
2010,370771,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,SAN DIEGO,Non-Profit,Rail & Motor Vehicles,409
2010,370771,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,SAN DIEGO,Non-Profit,Other Vehicle/Transport,87
2010,370771,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,SAN DIEGO,Non-Profit,Accidental Poisoning,80
2010,370771,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,SAN DIEGO,Non-Profit,Misadventures/Complications,933
2010,370771,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,SAN DIEGO,Non-Profit,Accidental Falls,804
2010,370771,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,SAN DIEGO,Non-Profit,Natural/Environment,15
2010,370771,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,SAN DIEGO,Non-Profit,Submersion/Suffocation/Foreign Body,25
2010,370771,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,SAN DIEGO,Non-Profit,Other Accidents,187
2010,370771,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,SAN DIEGO,Non-Profit,Adverse Effects of Drugs,571
2010,370771,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,SAN DIEGO,Non-Profit,Self-Inflicted,61
2010,370771,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,SAN DIEGO,Non-Profit,Inflicted by Others,96
2010,370771,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,SAN DIEGO,Non-Profit,Undetermined,9
2010,370771,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,SAN DIEGO,Non-Profit,Late Effects of Injury,31
2010,370780,TRI-CITY MEDICAL CENTER,SAN DIEGO,District,Rail & Motor Vehicles,37
2010,370780,TRI-CITY MEDICAL CENTER,SAN DIEGO,District,Other Vehicle/Transport,14
2010,370780,TRI-CITY MEDICAL CENTER,SAN DIEGO,District,Accidental Poisoning,109
2010,370780,TRI-CITY MEDICAL CENTER,SAN DIEGO,District,Misadventures/Complications,993
2010,370780,TRI-CITY MEDICAL CENTER,SAN DIEGO,District,Accidental Falls,782
2010,370780,TRI-CITY MEDICAL CENTER,SAN DIEGO,District,Fire Accidents,3
2010,370780,TRI-CITY MEDICAL CENTER,SAN DIEGO,District,Natural/Environment,31
2010,370780,TRI-CITY MEDICAL CENTER,SAN DIEGO,District,Submersion/Suffocation/Foreign Body,36
2010,370780,TRI-CITY MEDICAL CENTER,SAN DIEGO,District,Other Accidents,163
2010,370780,TRI-CITY MEDICAL CENTER,SAN DIEGO,District,Adverse Effects of Drugs,936
2010,370780,TRI-CITY MEDICAL CENTER,SAN DIEGO,District,Self-Inflicted,175
2010,370780,TRI-CITY MEDICAL CENTER,SAN DIEGO,District,Inflicted by Others,21
2010,370780,TRI-CITY MEDICAL CENTER,SAN DIEGO,District,Undetermined,22
2010,370780,TRI-CITY MEDICAL CENTER,SAN DIEGO,District,Late Effects of Injury,103
2010,370782,UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER,SAN DIEGO,UC,Rail & Motor Vehicles,853
2010,370782,UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER,SAN DIEGO,UC,Other Vehicle/Transport,96
2010,370782,UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER,SAN DIEGO,UC,Accidental Poisoning,87
2010,370782,UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER,SAN DIEGO,UC,Misadventures/Complications,1577
2010,370782,UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER,SAN DIEGO,UC,Accidental Falls,1410
2010,370782,UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER,SAN DIEGO,UC,Fire Accidents,130
2010,370782,UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER,SAN DIEGO,UC,Natural/Environment,39
2010,370782,UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER,SAN DIEGO,UC,Submersion/Suffocation/Foreign Body,36
2010,370782,UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER,SAN DIEGO,UC,Other Accidents,489
2010,370782,UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER,SAN DIEGO,UC,Adverse Effects of Drugs,1097
2010,370782,UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER,SAN DIEGO,UC,Self-Inflicted,172
2010,370782,UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER,SAN DIEGO,UC,Inflicted by Others,554
2010,370782,UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER,SAN DIEGO,UC,Undetermined,34
2010,370782,UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER,SAN DIEGO,UC,War,1
2010,370782,UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER,SAN DIEGO,UC,Late Effects of Injury,94
2010,370787,PROMISE HOSPITAL OF SAN DIEGO,SAN DIEGO,Investor,Rail & Motor Vehicles,13
2010,370787,PROMISE HOSPITAL OF SAN DIEGO,SAN DIEGO,Investor,Other Vehicle/Transport,3
2010,370787,PROMISE HOSPITAL OF SAN DIEGO,SAN DIEGO,Investor,Misadventures/Complications,172
2010,370787,PROMISE HOSPITAL OF SAN DIEGO,SAN DIEGO,Investor,Accidental Falls,47
2010,370787,PROMISE HOSPITAL OF SAN DIEGO,SAN DIEGO,Investor,Fire Accidents,1
2010,370787,PROMISE HOSPITAL OF SAN DIEGO,SAN DIEGO,Investor,Natural/Environment,3
2010,370787,PROMISE HOSPITAL OF SAN DIEGO,SAN DIEGO,Investor,Submersion/Suffocation/Foreign Body,2
2010,370787,PROMISE HOSPITAL OF SAN DIEGO,SAN DIEGO,Investor,Other Accidents,90
2010,370787,PROMISE HOSPITAL OF SAN DIEGO,SAN DIEGO,Investor,Adverse Effects of Drugs,77
2010,370787,PROMISE HOSPITAL OF SAN DIEGO,SAN DIEGO,Investor,Self-Inflicted,39
2010,370787,PROMISE HOSPITAL OF SAN DIEGO,SAN DIEGO,Investor,Inflicted by Others,15
2010,370787,PROMISE HOSPITAL OF SAN DIEGO,SAN DIEGO,Investor,Undetermined,10
2010,370787,PROMISE HOSPITAL OF SAN DIEGO,SAN DIEGO,Investor,Late Effects of Injury,65
2010,370875,SHARP CHULA VISTA MEDICAL CENTER,SAN DIEGO,Non-Profit,Rail & Motor Vehicles,6
2010,370875,SHARP CHULA VISTA MEDICAL CENTER,SAN DIEGO,Non-Profit,Other Vehicle/Transport,3
2010,370875,SHARP CHULA VISTA MEDICAL CENTER,SAN DIEGO,Non-Profit,Accidental Poisoning,26
2010,370875,SHARP CHULA VISTA MEDICAL CENTER,SAN DIEGO,Non-Profit,Misadventures/Complications,886
2010,370875,SHARP CHULA VISTA MEDICAL CENTER,SAN DIEGO,Non-Profit,Accidental Falls,412
2010,370875,SHARP CHULA VISTA MEDICAL CENTER,SAN DIEGO,Non-Profit,Natural/Environment,15
2010,370875,SHARP CHULA VISTA MEDICAL CENTER,SAN DIEGO,Non-Profit,Submersion/Suffocation/Foreign Body,21
2010,370875,SHARP CHULA VISTA MEDICAL CENTER,SAN DIEGO,Non-Profit,Other Accidents,94
2010,370875,SHARP CHULA VISTA MEDICAL CENTER,SAN DIEGO,Non-Profit,Adverse Effects of Drugs,632
2010,370875,SHARP CHULA VISTA MEDICAL CENTER,SAN DIEGO,Non-Profit,Self-Inflicted,26
2010,370875,SHARP CHULA VISTA MEDICAL CENTER,SAN DIEGO,Non-Profit,Inflicted by Others,25
2010,370875,SHARP CHULA VISTA MEDICAL CENTER,SAN DIEGO,Non-Profit,Undetermined,10
2010,370875,SHARP CHULA VISTA MEDICAL CENTER,SAN DIEGO,Non-Profit,Late Effects of Injury,12
2010,370977,POMERADO HOSPITAL,SAN DIEGO,District,Rail & Motor Vehicles,10
2010,370977,POMERADO HOSPITAL,SAN DIEGO,District,Other Vehicle/Transport,7
2010,370977,POMERADO HOSPITAL,SAN DIEGO,District,Accidental Poisoning,44
2010,370977,POMERADO HOSPITAL,SAN DIEGO,District,Misadventures/Complications,93
2010,370977,POMERADO HOSPITAL,SAN DIEGO,District,Accidental Falls,368
2010,370977,POMERADO HOSPITAL,SAN DIEGO,District,Natural/Environment,19
2010,370977,POMERADO HOSPITAL,SAN DIEGO,District,Submersion/Suffocation/Foreign Body,27
2010,370977,POMERADO HOSPITAL,SAN DIEGO,District,Other Accidents,75
2010,370977,POMERADO HOSPITAL,SAN DIEGO,District,Adverse Effects of Drugs,305
2010,370977,POMERADO HOSPITAL,SAN DIEGO,District,Self-Inflicted,48
2010,370977,POMERADO HOSPITAL,SAN DIEGO,District,Inflicted by Others,4
2010,370977,POMERADO HOSPITAL,SAN DIEGO,District,Undetermined,1
2010,370977,POMERADO HOSPITAL,SAN DIEGO,District,Late Effects of Injury,12
2010,371256,SCRIPPS GREEN HOSPITAL,SAN DIEGO,Non-Profit,Rail & Motor Vehicles,18
2010,371256,SCRIPPS GREEN HOSPITAL,SAN DIEGO,Non-Profit,Other Vehicle/Transport,20
2010,371256,SCRIPPS GREEN HOSPITAL,SAN DIEGO,Non-Profit,Accidental Poisoning,16
2010,371256,SCRIPPS GREEN HOSPITAL,SAN DIEGO,Non-Profit,Misadventures/Complications,1336
2010,371256,SCRIPPS GREEN HOSPITAL,SAN DIEGO,Non-Profit,Accidental Falls,396
2010,371256,SCRIPPS GREEN HOSPITAL,SAN DIEGO,Non-Profit,Fire Accidents,1
2010,371256,SCRIPPS GREEN HOSPITAL,SAN DIEGO,Non-Profit,Natural/Environment,26
2010,371256,SCRIPPS GREEN HOSPITAL,SAN DIEGO,Non-Profit,Submersion/Suffocation/Foreign Body,13
2010,371256,SCRIPPS GREEN HOSPITAL,SAN DIEGO,Non-Profit,Other Accidents,59
2010,371256,SCRIPPS GREEN HOSPITAL,SAN DIEGO,Non-Profit,Adverse Effects of Drugs,575
